title,desc,source,date
「Stan哥」退休當白老鼠，施振榮投入電玩為失智危機找解方,"許多人好奇，施振榮是否有獨特養生秘訣？事實上，他長年茹素，幾乎天天在公園日走萬步。更特別的是，雖然是個知名企業家，他口袋裡的錢永遠不超過3000元。懂得「減法」，反倒是心靈豐盛的秘訣。 標籤: 施振榮, 遊戲防老, 智榮基金會, 復健腦力, 養生秘訣",NewsLens,2019-02-05
美国餐饮业多年来不能说的秘密,在曾被视作“积极生活象征”的名厨安东尼·波登自杀后，许多厨师、餐厅老板及员工开始讲述、反思这个行业普遍存在的高压文化、药物滥用和精神疾病，并开始寻找应对办法。,WSJ,2019-02-05
报告：三代同堂家庭减少 独居或子女没同住家庭增加,我国人口逐渐老龄化，三代同堂家庭减少了，独居或没有和子女同住的家庭却增加了，但家庭仍旧是年长者最重要的支柱，大部分年长者表示若需要帮助时，会向家人求助。社会及家庭发展部昨天（2月12日）公布《2000年至2017年新加坡家庭老化报告》时，公布以上趋势。根据报告，我国在2000年时有19万2800户家中有至少一名65岁或以上年长者的居民家庭，比率占了21.1%。到了2017年，有年长者的家庭增加至40万1800户，比率也增加至31.1%。,Zaobao,2019-02-13
两度战胜癌症 国大生当小贩,18岁患急性髓细胞白血病，接受了骨髓干细胞移植；六年后病情再次复发，28岁国大毕业生康复后辞掉科研工作，继承父母小贩生意。陈品洋十年前被诊断患上急性髓细胞白血病（acute myeloid leukaemia），需接受骨髓干细胞移植，以及进行化疗和电疗。“当时完全康复的几率只有四成，而死亡率高达两成，幸好接受骨髓移植后康复了，但大学最后一年时病情再次复发，癌细胞扩散至胃部和睾丸，需要接受9轮的化疗。”,Zaobao,2019-02-13
青年女义工获选《海峡时报》新加坡年度人物,中学毕业后被迫辍学打工，同时照顾陷入抑郁症的单亲母亲和患有躁郁症的姐姐，非营利组织创办人克服重重生活困境，不忘回馈社会，获选为2018年《海峡时报》“新加坡年度人物”。由《海峡时报》高级编辑、社会企业家和银行管理层组成的14名评委，经过激烈讨论后，决定将新加坡年度人物奖项颁给非营利组织Back2Basics和跨信仰青年组织Interfaith Youth Circle创办人西蒂·努尔·玛丝图拉（Siti Noor Mastura，28岁）。,Zaobao,2019-02-13
台湾与世卫大会连三年无缘 起因是谁的谎言?,中国以台湾不符合政治前提为由，不同意台湾参与世卫大会，并宣称已经照顾到台湾人民福祉，所谓「国际防疫出现缺口」的问题也不存在。台湾对此进行反驳，称中国才是说谎的一方。,DW,2019-05-08
失智友善博物館處方箋 文化醫療活化記憶,北市聯醫攜手國立台灣博物館，簽署「失智友善博物館」合作備忘錄，共同發表「失智友善博物館處方箋」，宣示雙方推動整合性失智照護與失智友善社區的決心。,芋傳媒,2019-05-08
助弱势群体立足,蔡潍联的活动策划公司目前有三成员工属于弱势群体，包括体障人士、失聪人士、问题少年及康复中的精神病患。他说，这群员工在摄影和设计方面都很有创意和潜力，不比专业人士差，最大的挑战其实是要改变社会大众的观感。主持活动及当义工，是蔡潍联（36岁，中）的两大兴趣。,Zaobao,2019-03-04
遗传学家利用基因族谱帮助破案,美国科学家说，他们正在用一种独特的方法来分析DNA和研究遗传学，以帮助调查人员破获几十年前的谋杀案。,VOA,2019-03-12
311大震災8週年 逾5萬人還疏散在外,造成逾 2 萬人死亡及失蹤的 311 東日本大震災屆滿 8 週年，目前還有約 5 萬 2000 人疏散在外，災區面臨人口減少、老化的問題。發生核災的福島第一核電廠正進行艱辛的廢爐作業。,芋傳媒,2019-03-12
新保集团病患可到全岛多处就近取药,这是继新保集团为病患提供送药上门服务后，最新推出的服务选项。无论送至家中或储物柜，该服务目前免费提供至今年6月30日；在那之后，病患每趟需支付8元运送费。到新加坡保健服务集团旗下医疗机构就医的病患，今年起可通过送药服务，在全岛指定的取药箱或储物柜领取药物，享受就近取药的便利。,Zaobao,2019-03-12
衛福部推350所失智友善社區 助減輕負擔,今年台灣的失智人口將超過28萬人，但七成失智症屬於輕微，醫師提醒，讓老人多多走出家門，衛福部也在全台推動350所失智友善社區據點，減輕家庭照顧負擔。...,PTS.org.tw,2019-03-12
“长大”是孩子不容忽视的权利,徐海娜: 有些父母将孩子不愿意接受照顾等同于“不珍惜付出”，他们和孩子争夺“控制权”，却很少意识到“长大”也是一种权利。,FT,2019-03-12
行医50年遇穷人即免费看诊 中药公会前主席刘少杰肝癌逝世,济世救人的新加坡中药公会前主席刘少杰医师，罹患肝癌两年后不敌病魔，前天凌晨与世长辞，享年72岁。刘少杰来自中国广东大埔，父亲在大成开设中药行，他在8岁左右被送回中国，由爷爷奶奶照顾，直到12岁才又回到新加坡，在父亲的中药行帮忙。刘少杰在耳濡目染下，对中医产生了浓厚兴趣，并开始研读中医书籍和报读中医课程。刘少杰在1968年毕业于新加坡中华医院，当时只有22岁的他毕业后开始行医，并在芽笼峇鲁开设了仁安堂。,Zaobao,2018-12-04
芬太尼危机：中国是否是非法药品的主要来源？,美国认为，中国工厂正在生产并出售阿片类药物。这是一种强功效的止痛药，正越来越多地被美国公民滥用。,BBC,2018-12-04
失智症患者 能否继续养宠物？,养宠物是终生承诺，但许多人会质疑，失智症患者是否有能力继续照顾宠物；有的患者会在诊断失智后，赶紧替宠物找新主人。即使患者不愿意，可能身边的人也会劝他这么做。究竟失智症患者能不能继续养宠物？且听新加坡失智症协会的建议。研究显示，照顾宠物对失智症患者有帮助：患者能给予宠物无条件的爱，也能从宠物身上感受到爱；照顾宠物也能刺激感官，让患者感到安慰和快乐。,Zaobao,2018-12-04
爱子公主17岁 学校生活充实并照顾爱犬“由莉”：朝日新聞中文网,皇太子殿下夫妇的长女·爱子公主于1日迎来了17岁生日。,Asahi,2018-12-04
基因编辑事主贺建奎实验室被查封,中国深圳的大学教授贺建奎因“基因编辑婴儿”一炮而红，在生物界遗传界特别是整个国际社会引起轩然大波。但是，目前这位在美国接受教育的生物专家在香港露面发言后就下落不明了。有报道说，贺建奎已被软禁起来了，不过，他在深圳实验室的工作人员说，这种报道不实。,VOA,2018-12-04
在美国，居家养老有多难？,"Ken Martin的母亲现年93岁，她希望能在自己家里度过晚年，而不是去疗养院和护理机构，也不愿搬进更小的公寓。她退休时的5.5万美元积蓄几近耗光，每月只有1,500美元社保，无力负担专业看护人员。为了完成母亲的心愿，66岁的Ken与另外七名亲友轮流照顾母亲，而他自己也面临着收入不稳定，几乎没有养老储蓄的难题。美国有3,420万人无偿照顾老人，其中许多人正如Ken一样，面对着自身的经济和健康挑战。Ken说，他会坚持送母亲终老，他希望儿子将来也会帮助自己。图片来源：Natalia V. Osipova/WSJ",WSJ,2019-02-08
那霸·牧志市场迎来最后的营业日 新朋旧友纷纷惜别：朝日新聞中文网,于1972年开业的冲绳县那霸市第一牧志公设市场因老化而需重建，且在16日迎来了最后的营业日。卖场塞满了当地的常客及来自国内外的观光客，依依惜别。市场将自7月1日起移转至临时店铺，于2022年度(2022年4月至2023年3月)在新的建筑物中重新启程。,Asahi,2019-06-18
新新聞》人口老化引進外國勞動者，6成日本人徬徨不安,五月五日是日本的兒童節，這是令和年以來第一個兒童節。然而在黃金周長假的歡樂氣氛中，現實卻籠罩著陰霾。日本十四歲以下的兒童人口大約一五三三萬人，比去年減少十八萬，是總務省有紀錄以來的最低點；但老年人口卻迅速飆升，七十歲以上的總數超過二六○○萬人，占日本人口比例的二○．七％，換句話說,風傳媒,2019-05-12
弱视年长者出现认知障碍风险较高,年龄60岁及以上年长者，只要出现白内障、低视力或老年黄斑病变等视力障碍，在没有获得及时治疗的情况下，今后出现认知障碍的风险要比其他人来得高；其中女性的风险较男性高出约两倍。由新加坡眼科研究所（Singapore Eye Research Institute，简称SERI）进行的一项长期调查显示，患者只要有一只眼睛有视力障碍，他出现认知障碍的风险比常人高出1.6倍。,Zaobao,2019-04-21
60岁恬妞单身也幸福 “人生不是为爱生存”,经历两段失败的婚姻，60岁的恬妞说：“我不算失败，我是幸福。”并称人生不是为爱情而生存。恬妞5岁就入行，在台湾电视台做童星，15岁赴港发展。回首过去事业与爱情的得与失，她认为最珍贵是得到所有朋友的爱，还有观众的接受和支持，这是她一生最大财富。她坦言失去爱情，但强调：“对我来说是很少一部分，我的人生不是为爱情而生存，我有太多人要照顾、太多人要去爱，我是属于大家，并非单独一个人。（感情算失败？）我不算失败，我是幸福，不需要再去照顾人，再去付出。”,Zaobao,2019-01-12
选美皇后让人们聚焦遗传疾病,维多利亚·格雷厄姆是一位选美皇后。但这位选美冠军真正与众不同的地方在于，她努力克服了一种严重的遗传疾病，她用自己的冠军头衔让人们关注这种疾病。,VOA,2019-01-12
白宫要义(黄耀毅)：特朗普签署《911受难者永久补偿法案》,美国总统特朗普星期一签署了美国国会跨党派通过的《911受难者永久补偿法案》。该法案保障当年911事件第一线救援人员的余生都能获得医疗照顾。美国之音白宫记者黄耀毅介绍了详细情况。,VOA,2019-07-30
爬樓梯會喘，要怎麼區別是年紀大了還是心臟衰竭？,"如果是因為老化體力漸漸變差，可能在10年後降為3層樓，然後再降為2層樓。心臟衰竭則是在短時間內體力變差。只要覺得惡化很快，就要小心去尋找可能的原因。 標籤: 夜間頻尿, 心臟衰竭, 頻尿, 游致顯, 胸痛",NewsLens,2019-07-30
為出門不得不把失智長輩拴椅子、24小時無法喘息？一通電話將翻轉「老人顧老人」困境,一天24小時都待在長輩身邊，翻身上廁所坐輪椅都要幫忙扛，這生活真能撐上20年嗎？隨著台灣社會越來越「老」，諸多長照悲歌也漸漸浮上檯面；有婦女把公公拴在陽台曝光後輿論激烈討論照顧失智長輩是多麼心力交瘁，也有長輩遭毆打人們才知照顧者有多累，這些無奈社工當然也看在眼裡──但這一切並不是,風傳媒,2019-02-01
美国执法人员截获史上最大数量合成毒品,美国遏制阿片类药物危机之际，海关和边境保护局截获了114公斤人工合成毒品。美国执法人员在来自墨西哥一辆运输黄瓜的卡车的夹层板内发现藏在那里的芬太尼，同时还发现了179公斤甲基安非他命。,VOA,2019-02-01
